	Class	sentID	sent
100	1	трубить#101	Как сохранить клиентов , когда все СМИ страны трубят о надвигающемся крахе ?
101	1	трубить#102	Не будем брать во внимание всевозможные предложения заработать по несколько тысяч долларов в месяц - пусть те кто об этом трубит на каждом углу сами попробуют их заработать .
102	1	трубить#103	Можно , конечно , тратить бешенные бабки на рекламу , трубя на каждом углу , что у тебя курс – самый белый и пушистый , и что надо срочно записываться , пока есть места .
103	1	трубить#104	Однако , бить в барабаны и трубить в трубы рановато .
104	1	трубить#105	Забавно смотреть , как мы извлекаем из тьмы и области неопределенных догадок наши личные горести , дабы с трагических подмостков трубить о них , и притом горести , которые удручают нас лишь потому , что о них повсюду судачат .
105	1	трубить#106	Чем выше уровень образования россиян , тем чаще они высказывают мнение , что о благотворительности не стоит « трубить в фанфары » ( 61 % респондентов с высшим или неполным высшим образованием против 44 % россиян с начальным или неполным средним образованием ) .
106	1	трубить#107	С одной стороны , везде трубят о вреде курения , а выход , оказывается , вот он , рядом .
107	1	трубить#108	Что же касается самих финучреждений , то они лишь трубят в тревогу , так как около 20 процентов всех транспортных средств взятых в кредит не были отплачены и внесены в разряд невозвратных кредитов , а это в свою очередь , негативным образом сказывается на положении банков .
108	1	трубить#109	Поэтому я пояснил для русскоязычной публики , что не стоит верить забугорным « специалистам » , которые чего-то не увидев , не поняв трубят во все горло о недостатках чего-либо .
109	1	трубить#110	но Жерар не столько взял с бою славу , сколько ему сделали ее французы , трубя во всех газетах и по всему свету о его подвигах .
110	1	трубить#111	Даже СМИ трубили по этому поводу .
111	1	трубить#112	- трубили журналисты после кремлевских концертов певца .
112	1	трубить#113	Христиане повсюду трубят о " мраке языческом " , называют язычников сатанистами , а их богов - бесами .
113	1	трубить#114	Издания трубят о вреде добавок .
114	1	трубить#115	Причем если раньше это говорилось с мечтательным выражением лица , в качестве приятного околонаучного трепа с уважаемым доктором , то сейчас произносится с неким недовольным надрывом в голосе и даже недопониманием , почему это пациент вынужден объяснять доктору такие элементарные вещи , о которых в рекламах по радио трубят каждый день .
115	1	трубить#116	Это было бы проявлением настоящей международной солидарности , о которой трубила сталинская пропаганда .
116	1	трубить#117	Однако , Amazon , возможно , рано трубить в фанфары .
117	1	трубить#118	В какой-то мере людям одиночкам , нет это не отшельники живущие в тайге , а это те кто не раскрываются перед первым встречным или не трубят все о себе , кто следует поговорке « молчание — золото » живется как-то проще в мире этом суровом .
118	1	трубить#119	Кто захочет — нароет информацию. но подставляться каждый раз , при каждой возможности трубить свое имя — глупо , с этим солидарен .
119	1	трубить#120	Внезапный отбой трубят специалисты « РусГидро » .
120	1	трубить#121	Тогда я понял , что та реклама которую мне дало ФСБ объявив меня террористом , организатором взрывов , злодеем и т.д. , что всё это делалось специально они надеялись ликвидировав меня трубить на всю страну и весь мир , что уничтожен такой " супертеррорист " который взорвал дома в Москве и этим закрыть эту страшную тему .
121	1	трубить#122	Государство и право - это Памятник пороку , возвышающийся тысячелетиями над всеми народами , напоминающий и вещающий ежедневно человечеству , трубящий во все трубы и звонящий во все колокола : " Вы - жалкое греховное племя , а не совершенные сыны Божии !
122	1	трубить#123	Айантала , конечно , преследовал его по пятам , и , услышав позади топот , остальные звери с оглушительным. шумом помчались вперед , ибо каждый из них не только топотал , но еще и вопил на свой особый лад - - Козел блеял , Шакал скулил , Леопард завывал , Лев подвывал , а Слон истошно трубил тревогу .
123	1	трубить#124	Что если их , находящихся в разных регионах России , объединить через Интернет в общую сеть наблюдателей - интернетчиков , собирать информацию , размещать ее на специально созданном сайте , распространять для всех желающих , трубить в трубы и бить в барабаны в случаях злостных нарушений ? ” .
124	1	трубить#125	На спидометре максимальная скорость равна 175 км / ч , но некоторые владельцы таких тигрят вовсю трубят , что могли разогнать автомобиль до 190 , очень может быть , но проверять не очень - то тянет .
125	1	трубить#126	Сделают мелкую акцию , но везде по всем СМИ трубят , как о величайших достижениях ...
126	1	трубить#127	Вопрос только в том , можно ли воспринимать это как добрую волю застройщиков ( о чем застройщики , понятно , бесперебойно трубят ) , или так поступать заставили обстоятельства ?
127	1	трубить#128	В широко известном и широко обсуждавшемся случае корпорация « Йел Экспресс » трубила о своих прибылях в отчетах за те годы , когда она уже безостановочно катилась к банкротству .
128	1	трубить#129	В конце концов , если бы статистика дорожно-транспортных происшествий говорила не в пользу курсов ускоренного вождения , обычные автошколы трубили бы об этом на каждом углу , а между тем , этого нет .
129	1	трубить#130	О женщине , прошедшей через целую серию замужеств и разводов , средства массовой информации трубят на всю страну .
130	1	трубить#131	Эмоциональную тактику « трубить во все трубы » со скрипом сменили на более прагматичную « ждать поручений от президента » .
131	1	трубить#132	И если о выпуске таких автомобилей , как « Победа » , « ЗиС - 110 » , « ЗиМ » , « первый народный « Москвич - 400 » , в конце сороковых во весь голос трубила советская пресса , то о сошедших с конвейера завода в городе Серпухове ( СеАЗ ) первых « инвалидках » модели С - 1Л сообщали довольно сдержанно .
132	1	трубить#133	Сергей Миронов и Борис Грызлов по поводу сего радостного события трубят в рога , а Владимир Яковлев в образе кентавра дефилирует на заднем плане .
133	1	трубить#134	Тарас Трофимов идет по дороге из желтого кирпича , и каждый кирпич говорит свое слово , слово , которое в механике наших действий прочно забыто , а здесь оно выплывает , кричит в ухо петухом , трубит похоронным пароходным гудком , трубит паровозным гудком , который и мертвого разбудит .
134	1	трубить#135	Что будет делать с командой...?? Иконников заявил Еремина снять.. ПРи этом кое-кто во все горло трубит , что Еремин на Иконникова работает , мол его протеже... А как же мелькание Еремина в предвыборном штабе Сафьянова ???
135	1	трубить#136	Хочется напомнить , что все таблоиды в августе трубили о том , что Рианна воссоединилась со своим бывшем парнем с Барбадоса , Негусом Сили .
136	1	трубить#137	Пора трубить в победные горны : игра стала чуть ли не первой стратегией , в которой юниты наконец - то имеют тот же масштаб , что и здания .
137	1	трубить#138	Нет , когда возникала нужда , официальный Минск немедленно трубил о братстве на все времена .
138	1	трубить#139	Перед началом Elevation Tour U2 на всех перекрёстках трубили о возвращении к истокам и намерении играть агрессивный рок в клубах « при трёх фонарях » .
139	1	трубить#140	Молитва будет услышана в любом случае , зачем трубить об этом ?
140	1	трубить#141	А в первую же очередь он должен показать американцам , что все то , о чем трубят республиканцы – ерунда : что Обама , дескать , не имеет опыта в международных делах и должен еще учиться азам внешней политики – в отличие от опытного , хорошо знающего мир Джона Маккейна .
141	1	трубить#142	Я тогда удивилась , откуда им это известно , мы на весь мир не трубили , но потом поняла , что гебисты уже побывали в женской консультации и в мою историю болезни вникли .
142	1	трубить#143	А зарубежные СМИ во всю трубят о том , что затее о создании добровольной армии в России суждено провалиться .
143	1	трубить#144	В свое время немало трубили о пользе обрезания .
144	1	трубить#145	Запад не перестает трубить о « волшебности » Siri , и я с ними согласен .
145	1	трубить#146	Официальная статистика трубит о ежегодном сокращении числа эмигрантов из России , но , по ощущениям , « чемоданные » настроения по-прежнему сильны .
146	1	трубить#147	Скандал получился нешуточный , про сетевую публикацию запрещенных материалов несколько дней трубили практически все СМИ , и реакция не заставила себя ждать .
147	1	трубить#148	Ротшильд говорил , что предпочитает покупать , когда начинают стрелять , а продавать – когда трубят победу .
148	1	трубить#149	Выпуская с весны 1921 года по 1922 год декреты в новом духе , большевики трубили отбой ( по их утверждению , временный ) на пути форсированной социализации земли : продразверстку заменили продналогом , разрешили свободу торговли , постановили не стеснять экономику крестьянских и кустарных хозяйств запретами .
149	1	трубить#150	Смешно : мир не готов к автомобилю , о котором трубят уже как минимум лет десять !
150	1	трубить#151	Французы трубят о том , что их мозги уплывают в Великобританию .
151	1	трубить#152	В связи с этим израильские СМИ уже трубят о том , что Иерусалим готовится нанести удары по иранским ядерным объектам .
152	1	трубить#153	Практически все водители в один голос трубили , автомобильный концерн « Mercedes » предоставляет автомобили низкого качества .
153	1	трубить#154	Мы по всей Галактике трубим , что клоны – наши братья по Великорасе .
154	1	трубить#155	ЦРУ трубила о болгарском следе КГБ .
155	1	трубить#156	Событие вызвало возбуждение в прессе : " США готовят запуск на Луну в декабре " , — писала " Нью-Йорк Таймс " , " Аполлон - 8 готов облететь Луну " — трубила " Вашингтон Стар " , добавляя мелкими буквами , что полет " был и пока остается официально вторым полетом вокруг Земли " .
156	1	трубить#157	Несколько дней подряд все газеты наперебой трубили о нем , и Крусс купался в лучах славы .
157	1	трубить#158	В самом Таджикистане уже трубят о фактах массовой депортации таджиков из России и грозят ответной " асимметрией " , например , как заявила парламентарий Галлия Рабиева , " поставить вопрос о дальнейшем пребывании российской военной базы в этой стране и функционировании космического центра " Окно " в Нуреке " .
158	1	трубить#159	А миллиардные нефтяные заначки , о которых так громко трубили по всем телеканалам , тают с поразительной быстротой .
159	1	трубить#160	Они , в особенности радиожурналисты , трубили о том , что тогда еще президент опальной страны Садам Хусейн – ближневосточный Адольф Гитлер , убеждали людей в том , что не стоит сопротивляться военной машине США .
160	1	трубить#161	Вероятно , подобные инструкции лишь усиливали беспокойство посла , поскольку к этому времени пресса во всем мире начала трубить о наращивании немецких военных сил у советских границ .
161	1	трубить#162	Но мы как начинаем в двадцать пять , так и трубим до старости на школьном нигилизме .
162	1	трубить#163	Не успел на широком рынке появится новый аппарат Samsung Galaxy Nexus , как уже первые покупатели из Англии , трубят на всех форумах по мобильным девайсам о серьезной проблеме с данным аппаратом .
163	1	трубить#164	А теперь ученые во всю трубят о том , что пить молоко в старшем возрасте жутко опасно .
164	1	трубить#165	Рейдер трубит сигнал к атаке , развертывает полевой офис рядом с месторасположением общества и начинает скупку « распыла » у мелких акционеров .
165	1	трубить#166	Ситуация эта очень печальная , ибо каждую зиму уносит намного больше жизней , чем отрыв льда , и говорить о ней ( да что там говорить – трубить ! ) надо не в марте , а в ноябре .
166	1	трубить#167	Но разве об этом принято распространяться вслух , тем более трубить во все инстанции ?
167	1	трубить#168	так и чудится , будто они пускают пыль в глаза , трубя направо и налево : « Внимание , шедевр ! » , а вот при чтении « Зази в метро » все кажется легким .
168	1	трубить#169	Трубя об этом десятилетиями не весь мир !
169	1	трубить#170	Сейчас вы напоминаете Ворону , которая летая по лесу , всем трубит , что Лисица у нее сыр взяла и не вернула .
170	1	трубить#171	Сегодня , когда Европа всеми силами стремиться сберечь окружающую природу и трубит о необходимости использования вторично переработанных материалов , энергосберегающая лампа накаливания из бумаги от дизайнера Tien - Ho Hsu – решение в духе современных трендов .
171	1	трубить#172	Мой опыт показывает , что когда кто-то один начинает очень хорошо работать за гроши , то всегда находятся куча негодяев , которые на его плодах ударной работы создают себе кучу кабинетов , и начинают трубить о своём неповторимом организаторском таланте .
172	1	трубить#173	Думаю , мне посчастливилось встретить целеустремлённых танцоров , которые не трубят повсюду о себе и своих наградах .
173	1	трубить#174	Польские газеты трубили сбор .
174	1	трубить#175	То бишь нужно во всех СМИ трубить об этих вопиющих фактах .
175	1	трубить#176	Недаром в советской печати практически не появлялось материалов о том , как живет Румыния при Чаушеску , тогда как об “ успехах социалистического строительства ” в других странах социализма наша пресса трубила чуть ли не ежедневно .
176	1	трубить#177	Несколько десятков ученых на теплоходе « Академик Топчиев » пройдут по Волге , через Рыбинское и Шекснинское водохранилища , чтобы исследовать , в какой мере нас касается то , о чем давно трубят ученые всего мира .
177	1	трубить#178	Уже на премьере , которую , кстати , посетил автор пьесы , критики трубили , что это будет хит сезона , что это один из лучших спектаклей в истории Пятого театра .
178	1	трубить#179	Вся разница в том , что в Грузии об этом постоянно трубят , а Азербайджан и Армения предпочитают не акцентировать .
179	1	трубить#180	Однако религиозные вожди совершают огромную ошибку , когда , пытаясь поднять современного человека на духовные битвы , трубят в трубы средневековья .
180	1	трубить#181	Теперь же , услышав любую из приведенных выше фраз , он немедля трубит отход по всему фронту , не желая иметь дело с « черствыми » и « недалекими » особами .
181	1	трубить#182	Уже через неделю о ней трубили ведущие СМИ материкового Китая , Гонконга и Тайваня .
182	1	трубить#183	Тем более что распространители уверенно трубят по всем источникам о совершенно безвредном использовании аудионаркотиков .
183	1	трубить#184	В 9 - 00 трубят подъем бравые ребята , прибывшие на УРАЛе нефтяной компании .
184	1	трубить#185	Уже много лет весь мир трубит о революционных продуктах , которые предложили Salesforce.com и Amazon Web Services , можно прочитать массу интересных блогов , в которых обсуждаются живые приложения для « вычислений в облаке » , написан ряд книг , которые объясняют пошаговую стратегию разработки « приложений в облаке » .
185	1	трубить#186	Только трубить нужно не только про Сколково , а про все научные центры на территории Московской области .
186	1	трубить#187	ребенок останется сиротою на чужих руках , и , в довершение , весь город трубит о вашей победе .
187	1	трубить#188	Тогдашние СМИ неустанно трубили о « единстве советского народа и его передового авангарда – коммунистической партии » , но реальное отношение граждан СССР к этой самой партии было далеко не столь однозначным .
188	1	трубить#189	Сейчас , перед выборами , на каждом углу представители правящей партии трубят , что они помогают развиваться малому бизнесу , обещают золотые горы , но потом , после того как их выберут им глубоко наплевать на всех , кроме себя .
189	1	трубить#190	30 лет сряду трубим мы о том , что славный Николай II установил в России « сухой закон » , а , « закон » , как , якобы , пишет И. Н. Введенский , дал блестящие результаты .
190	1	трубить#191	Ну вот , читатель терпеливый , Пришла пора трубить финал : Окончен труд мой торопливый ...
191	1	трубить#192	К примеру , СМИ трубят о 220 изнасилованиях в Кущевской .
192	1	трубить#193	Я в который раз замечаю , если с высоких трибун трубят об энергетической сверхдержаве то это к регулярному подорожанию бензина , если звучат благоглупости о необходимости продовольственной безопасности страны , то надо запасаться гречкой .
193	1	трубить#194	Широкая публика не слишком - то осведомлена о них – ведь Карпов о своих делах не трубит .
194	1	трубить#195	Об этом на всех уровнях власти , в прямом смысле слова , трубили жители Ильинки .
195	1	трубить#196	Семейная жизнь не должна уподобляться ни флагу , которым размахивают на улицах , ни рогу , в который хрипло трубят на крышах .
196	1	трубить#197	Три года глобального экономического спада нанесли мощный удар по американской идее глобальной ценности « свободного рынка » , о которой трубили на весь мире .
197	1	трубить#198	Каждое утро начинается с того , что все СМИ трубят на весь мир , о том , что конгресс США вновь отложил вопрос об увеличении госдолга .
198	0	трубить#199	— Ты просто трубишь , а не играешь , — ответил Гусля .
199	0	трубить#200	Мужественный Князь Владимир , Герой сего незабвенного для России дня , довершив победу , стал на костях , или на поле битвы , под черным знаменем Княжеским и велел трубить в воинские трубы : со всех сторон съезжались к нему Князья и полководцы , но Димитрия не было .
200	0	трубить#201	Трубя , как оглашенная , корова била задними ногами , разнося все , что ей попадалось на пути .
201	0	трубить#202	Иди на площадь и труби , сзывая Ко мне все власти города , чтоб им Я нашу волю объявил .
202	0	трубить#203	Семь дней и ночей били в барабаны , стучали в бубны , трубили в трубы , гремела музыка — отдали царскую дочь в жены Малик - Мухаммаду .
203	0	трубить#204	Слон поднялся на вершину горы Дой - Сутхеп ( 1601 м ) , про трубил три раза , сделал три круга и лег .
204	0	трубить#205	Еще при короле Альфреде , в конце IX столетия , действовал , представьте , такой вот миленький закон : Если человек , происходящий из другого места , или чужеземец идет через лес в стороне от дороги и не кричит , не трубит в рог , то нужно считать его вором : либо его следует казнить , либо пусть он выкупится .
205	0	трубить#206	В день « собрания » священники с золотыми трубами в руках выстраивались на улицах Иерусалима и , « трубя , собирали народ в Храм » .
206	0	трубить#207	также они трубили во дни веселия и в праздник в новолетие седьмого месяца , называемый праздником трубного звука ( Лев .
207	0	трубить#208	Цицерон писал другу о том , как слоны трубили от боли , в то время как их медленно замучивали насмерть на арене .
208	0	трубить#209	Трубит без трубы , Живет без избы , Когда линяет , Рога роняет .
209	0	трубить#210	Напрасно трубили трубы , напрасно разжигались костры и рылись рвы .
210	0	трубить#211	Трубите в рог на Сионе и бейте тревогу на святой горе Моей !
211	0	трубить#212	Какие-то трубящие в длинные трубы скульптуры вокруг экрана , жертвенники с трепещущими , словно пламя , красными ленточками и какой-то особый , возбуждающий кинематографический запах .
212	0	трубить#213	Трубя хоботом , слон подает различные сигналы своим сородичам и отпугивает неприятеля .
213	0	трубить#214	Бей в колокола , труби в трубы !
214	0	трубить#215	Они обязаны были приносить жертвы , очищать священнодействиями проказу и другие нечистоты , наставлять народ в Законе Божием и трубить в трубы для созывания народа в праздники и на войну : Священникам запрещалось пить вино пред священнодействиями , прикасаться к мертвым , исключая близких родственников , и , в знак печали , брить голову , подстригать бороду и делать надрезы на своем теле ( Лев .
215	0	трубить#216	Потому , когда на парадах фанфары трубят « Слушайте все !
216	0	трубить#217	Эй , пастушок , труби себе в свой рог , И пой искусно - тот , кто славы хочет , Ни к соловьям , ни к веснам я не строг , Но пусть никто мой стих не опорочит : Я просто говорю : " Мой Царь , мой Бог !.. "
217	0	трубить#218	На другой фреске двое музыкантов трубят в трубы , третья играет на флейте , четвертый бьет в тарелки , пятое перебирает струны , шестой играет на многострунных инструменте , похожем на арфу .
218	0	трубить#219	Из центра азнаурских войск , сомкнувших кольцо вокруг кахетинцев , рог Георгия Саакадзе трубил сигнал отхода .
219	0	трубить#220	Дело осложнилось тем , что вожак , самый большой слон , был смертельно ранен врагами и упав у самих ворот , жалобно трубил , преграждая тем самым путь к отступлению , что привело к поражению и смерти Пирра царя Эпирского .
220	0	трубить#221	С тех пор , когда на шхуне трубили в рог , чтобы подать сигнал ушедшим в море шлюпкам , труп утопленника неизменно подплывал к шхуне и кричал : « Шлюпка !
221	0	трубить#222	Слава в Киеве звенит , В Новеграде трубы громкие трубят , Во Путивле стяги бранные стоят ! "
222	0	трубить#223	Амбосели - огромный парк , поражающий своей экзотичностью , только трубящие слоны иногда нарушают его спокойствие .
223	0	трубить#224	Затем трубят в первый , во второй , в третий раз , и занавес , раздвигаясь на обе стороны , открывает сверху донизу обтянутую черным сцену .
224	0	трубить#225	Мотор то стихал , то трубил басом , когда Алеша давал ему самый большой газ и разгонял скорость перед очередной сложной фигурой .
225	0	трубить#226	- Был у нас егерь , - рассказывает лесничий урочища иван черноштанов , - научился трубить , как олень , когда тот вызывает соперника на бой .
226	0	трубить#227	Домой Нитьянанда Прабху и дети возвращались к обеду , причем все трубили при этом в пастушеские буйволиные рожки .
227	0	трубить#228	И пусть кричат в болотах птицы , и лось трубит , и мгла клубится над зыбью топей торфяных - он опоздал !..
228	0	трубить#229	От работы Рублёва осталось в западной части собора изображение Страшного суда — апостолы и ангелы , праведники , идущие в рай , два трубящих ангела , возвещающих о приближении Суда для всех живущих и умерших .
229	0	трубить#230	В европейской традиции событие , о котором возвещают трубящие ангелы , называется Последний суд .
230	0	трубить#231	В верхней части карты Таро Суд находится божественная фигура , обычно представленная крылатым ангелом , смотрит из облаков и трубит в трубу .
231	0	трубить#232	Стража побежала внутрь за ним , трубя в « трубы » , словно на торжественном митинге .
232	0	трубить#233	Над нами , как прежде , бездымное небо И кружатся чайки , призывно трубя .
233	0	трубить#234	Внутри экипажа находилось ваше зеркало , которое в связи с тем , что в верхней части рамы расположены два золотых ангелочка , трубящих в трубы , получило название « Золотые ангелы » .
234	0	трубить#235	Именно из кирпича этой башни в 1820 - е годы была построена монастырская ограда с четырьмя башнями , которые венчали трубящие Ангелы , по проекту М. Ф. Казакова в стиле русской готики .
235	0	трубить#236	Льву смех , но наш Комар не шутит : То с тылу , то в глаза , то в уши Льву он трубит !
236	0	трубить#237	– Я самый крупный , – трубил слон .
237	0	трубить#238	Темы иллюстраций — ритуальные предметы или изображение событий Исхода , Мессия верхом на осле , пророк Илия , который трубит в шофар , Храм и служба в нем , пейзажи Эрец - Исраэль .
238	0	трубить#239	На поясе у него висит рог , в который он трубит в случае опасности .
239	0	трубить#240	Хеймдаль трубит в свой золотой рог , возвещая , что пришел час Регнарок .
240	0	трубить#241	Были у нас молодцы без вины виноваты , Славно трубили : — .
241	0	трубить#242	Некоторые из труб так велики , что их невозможно удержать в руках , поэтому их несут два монаха - один трубит , а другой держит трубу на плече .
242	0	трубить#243	Почему перед началом потопа трубят по очереди семь ангелов , что происходит с системой земного равновесия ?
243	0	трубить#244	Много веселых людей , в воздухе конфетти , рога трубят .
244	0	трубить#245	Трубя в длинные свои трубы , они садились на борзых лесных коней и , как лютые звери , стремились на добычу : жгли селения , пленяли жителей и , настигаемые отрядами воинскими , не хотели биться стеною : рассыпаясь во все стороны , пускали стрелы издали , метали дротики , исчезали и снова являлись .
245	0	трубить#246	А за окном ходили горожане , Грузовики трубили , дождь шумел , Посвистывали милиционеры , Всходило солнце - наступало утро , Всходили звезды - наступала ночь , И небо то светлело , то темнело .
246	0	трубить#247	Несколько раз из-под лестницы выходил молодой трубач , смотрел на часы и трубил .
247	0	трубить#248	В левой части рельефа трубящие тритоны и выплывающие из вод нереиды приветствуют два построенных корабля флагом с двуглавым Российским орлом .
248	0	трубить#249	Пицци нажимает ластом на рожок и трубит , Лео бьёт в барабан , а Васька хлопает ластами — аплодирует .
249	0	трубить#250	Другие слоны окружили ее , подняли хоботы , начали трубить .
250	0	трубить#251	Первый - не для пьедестала почёта , а потому что так оно и есть на самом деле - пусть об этом не трубят медные трубы и не гудит колокольная бронза !
251	0	трубить#252	Кроме них он любил изображать печальных детей , моряков , Пьеро и Арлекинов , трубящие или молчащие трубы , океанские раковины , аллегорические сцены : ангелов и людей , которым он дарует ангельские крылья ;
252	0	трубить#253	Трубы трубят , барабаны гремят , генералы командуют .
253	0	трубить#254	« Если в трубу трубят , в дудку дудят , а на барабане барабанят , — спрашивает Датья Бен Дор , — то , может , на пианино пианинят ?
254	0	трубить#255	Но вот наступает 6 часов вечера , звучат завершающие слова молитвы , и трубят в рог - шофар , и праздник завершается .
255	0	трубить#256	На улице все еще стояла непроглядная темень , когда Гладриэль проснулась от звуков горна , в который трубил гвардейский горнист .
256	0	трубить#257	Передний форейтор или почтальон трубит в рог , чтобы. давали дорогу .
257	0	трубить#258	Кони ржут за рекой Сулою , Звенит слава в Киеве , Трубы трубят в Новгороде , Знамёна над полками в Путивле .
258	0	трубить#259	Все они катались в коляске запряженной четверкой и человек на запятках трубил в длинный рог и Дик Уиттингтон стоял со своей кошкой и колокола звенели .
259	0	трубить#260	Журавль трубит в небе , подругу зовет .
